id,name,category_id,price,quantity,created_at,barcode,is_deleted,deleted_at,unit
699,STAREX PLASTIC ICE BAG 4x12,30,35,7,2025-08-31 22:02:35.474122+00,0056,false,,pcs
700,BAYGON MULTI INSECT SPRAY 250ML,30,174,1,2025-08-31 22:03:38.451706+00,4801234111021,false,,pcs
702,HOLIDAY PAPER PLATE 25PCS,30,30,4,2025-08-31 22:06:17.21321+00,4806525912585,false,,pcs
703,ARGENTINA GINILING GROUND PORK MIX 150g,31,32,2,2025-08-31 22:06:54.047564+00,748485804170,false,,pcs
704,SK2 PLASTICWARE 10PCS,30,57,2,2025-08-31 22:07:31.250867+00,0057,false,,pcs
705,ARGENTINA GINILING GROUND PORK MIX 100g,31,25,2,2025-08-31 22:07:43.941099+00,748485804057,false,,pcs
706,TRIGEN MICROWAVABLE 10PCS,30,40,3,2025-08-31 22:08:47.897061+00,4806525912240,false,,pck
707,ARGENTINA GINILNG GROUND PORK MIX 250g,31,47,2,2025-08-31 22:09:38.843352+00,748485804064,false,,pcs
708,HAND GLOVES BLUE,30,35,6,2025-08-31 22:09:46.328761+00,0058,false,,pcs
710,HANDGLOVES BLACK  1 PAIR,30,35,14,2025-08-31 22:11:00.053628+00,0059,false,,pcs
711,HANDGLOVES RED,30,35,9,2025-08-31 22:11:37.682273+00,0060,false,,pcs
712,PLASTIC CUPS 7OZ. 50PCS,30,22,3,2025-08-31 22:13:32.468613+00,4804888018784,false,,pcs
713,SUNCRAFT CLING WRAP 20METERS,30,50,0,2025-08-31 22:14:21.633949+00,4806516632683,false,,pcs
714,PLASTIC CUPS 120Z. 50PCS,30,29,6,2025-08-31 22:15:19.862188+00,0061,false,,pcs
715,KOOLERS ORANGE 220ML,36,12,10,2025-08-31 22:30:32.01344+00,4809014280639,false,,pcs
716,ZEST-O BIG MANGO 250ML,33,14,3,2025-08-31 22:38:17.392938+00,4804888900089,false,,pcs
717,ZEST-O BIG PINAPPLE 250ML,36,14,0,2025-08-31 22:39:19.556279+00,4804888900096,false,,pcs
718,BEAR BRAND STERILIZED 1 LITER,33,114,1,2025-08-31 22:48:42.944685+00,4800361331289,false,,pcs
719,NESTLE FRESH MILK 1LITER(1000ML),33,128,3,2025-08-31 22:50:59.332522+00,4800361015110,false,,pcs
720,NESTLE BEAR BRAND FORTIFIED ILITER(1000ML),33,194,0,2025-08-31 22:58:56.413007+00,4800361427807,false,,pcs
721,DUTCH MILL YOGHURT DRINK MIX FRUITS JUICE 90ML,33,13,4,2025-08-31 23:05:31.097118+00,0885171720004,false,,pcs
722,DUTCH MILL YOGHURT DRINK STRAWBERRY JUICE 90ML,33,13,9,2025-08-31 23:06:42.512654+00,8851717200007,false,,pcs
723,DUTCH MILL YOGHURT DRINK ORANGE JUICE 90ML,33,12,4,2025-08-31 23:08:49.447519+00,8851717200038,false,,pcs
724,KOREAN JIN RAMEN SPICY 120G,34,71,1,2025-09-01 00:35:43.20444+00,8801045999913,false,,pcs
725,KOREAN SHIN RAMYUN 120G,34,75,1,2025-09-01 00:37:29.036367+00,031146150601,false,,pcs
726,KOREAN CHAPAGETTI 140G,34,86,1,2025-09-01 00:41:03.830366+00,031146155736,false,,pcs
727,KOREAN SHIN KIMCHI 120G,34,77,2,2025-09-01 00:42:57.113362+00,8801043054768,false,,pcs
728,KOREAN JIN RAMEN MILD 120G,34,78,1,2025-09-01 00:44:26.31004+00,8801045999906,false,,pcs
729,NESTLE CHUCKIE CHOCOLATE MILK DRINK 250ML,33,34,6,2025-09-01 00:45:06.072462+00,4800361015400,false,,pcs
730,KOREAN SAMYANG BULDAK CHEESE,34,78,2,2025-09-01 00:48:12.707653+00,8801073113312,false,,pcs
731,KOREAN NONGSHIM CLAY POT RAMYUN 120G,34,64,1,2025-09-01 00:50:52.4003+00,6920238011156,false,,pcs
732,KOREAN BIBIGO SEASONED SEAWEED 5G,34,37,0,2025-09-01 00:53:35.303646+00,807176703748,false,,pcs
733,KOREAN PREMIUM LAVER (SEAWEED)  4G,34,16,2,2025-09-01 00:55:29.416785+00,8801498100096,false,,pcs
734,NESTLE CHUCKIE CHOCOLATE MILK DRINK 110ML,33,16,6,2025-09-01 00:55:30.036388+00,4800361395687,false,,pcs
735,DUTCH MILL YOGHURT DRINK MANGO JUICE 90ML,33,13,5,2025-09-01 00:57:25.324237+00,0885300231041,false,,pcs
736,LUCY ME BULALO CUP NOODLES 70G,34,38,3,2025-09-01 01:00:09.142901+00,4807770272127,false,,pcs
737,DUTCH MILL YOGHURT DRINK MANGO JUICE 180ML,33,23,5,2025-09-01 01:00:55.431576+00,8853002310385,false,,pcs
738,LUCY ME SPICY BULALO CUP NOODLES 70G,34,38,1,2025-09-01 01:01:04.491396+00,4807770273629,false,,pcs
739,LUCY ME SPICY BATCHOY CUP NOODLES 70G,34,36,0,2025-09-01 01:02:46.062582+00,4807770273827,false,,pcs
740,LUCY ME BEEF CUP NOODLES 40G,34,25,0,2025-09-01 01:03:33.105013+00,4807770271601,false,,pcs
741,CUPP KEYK COCO UBE 33G,33,8,6,2025-09-01 01:03:57.00205+00,4800092550034,false,,pcs
742,LUCY ME BATCHOY 40G,34,26,2,2025-09-01 01:04:16.772852+00,4807770271168,false,,pcs
743,LUCY ME SPICY BATCHOY CUP NOODLES 40G,34,26,4,2025-09-01 01:04:58.088667+00,4807770273810,false,,pcs
744,NISSIN EGGNOG COOKIES 18G,33,8,0,2025-09-01 01:05:54.427013+00,4807770101854,false,,pcs
745,LUCKY ME SEAFOOD SHRIMP TONKOTSU 45G,34,30,5,2025-09-01 01:06:44.768768+00,4807770274435,false,,pcs
746,JACK N JILL PRESTO PEANUT BUTTER 1.06OZ(30G),33,9,10,2025-09-01 01:08:04.776472+00,4800010076073,false,,pcs
747,LUCY ME JJAMPONG 40G,34,30,1,2025-09-01 01:08:32.07603+00,4807770272653,false,,pcs
748,NISSIN CUP NOODLES SEAFOOD 40G,34,25,6,2025-09-01 01:10:05.424636+00,4800016552113,false,,pcs
749,JACK N JILL CREAM-O DOUBLE CHOCO CHIP COOKIES 1.27OZ(36G),33,10,2,2025-09-01 01:10:06.629139+00,4800016077982,false,,pcs
750,NISSIN CUP NOODLES SPICY SEAFOOD 40G,34,25,0,2025-09-01 01:12:10.606732+00,4800016551857,false,,pcs
751,NISSIN CUP NOODLES CHICKEN 40G,34,25,0,2025-09-01 01:12:59.732033+00,4800016552120,false,,pcs
752,NISSIN CUP NOODLES BATCHOY 40G,34,25,0,2025-09-01 01:14:52.131893+00,4800016552137,false,,pcs
753,NISSIN CUP NOODLES SOTANGHON CHICKEN FLAVOR 30G,34,30,1,2025-09-01 01:16:26.575713+00,4800016557217,false,,pcs
754,NISSIN CUP NOODLES BATCHOY 60G,34,36,1,2025-09-01 01:17:29.042257+00,4800016552076,false,,pcs
755,NISSIN CUP NOODLES HOT CREAMY SEAFOOD 48G,34,25,0,2025-09-01 01:20:02.32301+00,4800016561443,false,,pcs
756,NISSIN CUP NOODLES CHEESY SEAFOOD 50G,34,26,0,2025-09-01 01:20:45.917197+00,4800016561498,false,,pcs
757,NISSIN CUP NOODLES SPICY PORK TONGKOTSU 45G,34,30,1,2025-09-01 01:22:13.811149+00,4800016561863,false,,pcs
758,HO-MI HOT BEEF CUP NOODLES 40G,34,22,1,2025-09-01 01:23:10.625352+00,4806022901891,false,,pcs
759,GARDENIA BUTTER TOAST 2SLICES 50G,33,20,2,2025-09-01 01:23:42.108139+00,4806502720172,false,,pcs
760,CHIPS AHOY CHOCOLATE CHIP COOKIES ORIGINAL 85.5G,33,57,0,2025-09-01 01:24:58.723876+00,6901668062093,false,,pcs
761,WL PANDA DIP DIP CREAMY VANILLA 30G,33,14,1,2025-09-01 01:26:06.705716+00,4806521797575,false,,pcs
762,NISSIN YAKISOBA SPICY CHICKEN CUP NOODLES 52G,34,25,4,2025-09-01 01:26:30.558521+00,4800016552304,false,,pcs
763,WL PANDA DIP DIP CREAMY CHOCOLATE 30G,33,14,9,2025-09-01 01:26:43.650296+00,4806521793911,false,,pcs
764,NISSIN SOUPER MEAL BEEF BRISKET CUP NOODLES 45G,34,43,1,2025-09-01 01:27:46.835742+00,4800016561023,false,,pcs
765,FUDGEE BARR SALTED CARAMEL 38G,33,9,4,2025-09-01 01:32:22.491363+00,4800092553240,false,,pcs
766,TOPPS PEACH MANGO POP 32G,33,9,5,2025-09-01 01:33:29.987692+00,4800434000364,false,,pcs
767,MI SEDAAP SINGAPORE SPICY LAKSA MI SUP 83G,34,29,4,2025-09-01 01:34:00.526184+00,8998866203104,false,,pcs
768,TOPPS STRAWBERRY BURST 32G,33,10,1,2025-09-01 01:34:49.704353+00,4800434000388,false,,pcs
769,MI SEDAAP MI GORENG AYAM CRISPY 88G,34,20,4,2025-09-01 01:35:04.029323+00,8998866803809,false,,pcs
770,MI SEDAAP MI GORENG PERISA ASLI 90G,34,23,4,2025-09-01 01:36:01.17474+00,8998866200301,false,,pcs
771,LUCKY ME MAC & CHEESE 75G,34,28,17,2025-09-01 01:39:11.166155+00,4807770272660,false,,pcs
772,LUCKY ME BACKED MAC STYLE 70G,34,28,1,2025-09-01 01:39:55.935918+00,4807770273049,false,,pcs
773,HO-MI BEEF BRISKET 55G,34,10,0,2025-09-01 01:43:16.218946+00,4800110026497,false,,pcs
774,TOPPS CHOCO 32G,33,9,0,2025-09-01 01:43:38.272351+00,4800092552175,false,,pcs
775,LUCKY ME SPICY LABUYO  CHICKEN 50G,34,12,12,2025-09-01 01:44:24.627305+00,4807770273650,false,,pcs
776,DOOWEE DONUT STRAWBERRY 42G,33,12,2,2025-09-01 01:45:05.421591+00,4800092553011,false,,pcs
777,WHOOPIE MALLOW CAKE STRAWBERRY 32G,33,12,4,2025-09-01 01:46:42.435889+00,4800092555657,false,,pcs
778,NISSIN PASTA EXPRESS SWEET FILIPINO STYLE 60G,34,18,4,2025-09-01 01:46:56.306868+00,4800016560385,false,,pcs
779,NISSIN PASTA EXPRESS CHEESY HAM & BACON 60G,34,21,5,2025-09-01 01:49:54.087077+00,4800016562259,false,,pcs
780,NISSIN PASTA EXPRESS CREAMY CARBONARA 60G,34,18,0,2025-09-01 01:51:28.446035+00,4800016560392,false,,pcs
781,NISSIN RAMEN CREAMY SEAFOOD INSTANT NOODLE 63G,34,16,10,2025-09-01 01:54:26.82278+00,4800016561429,false,,pcs
782,NISSIN RAMEN SPICY SEAFOOD INSTANT NOODLES 59G,34,16,2,2025-09-01 01:56:00.431353+00,4800016560910,false,,pcs
783,FITA CRACKERS 30G,33,7,30,2025-09-01 01:56:06.688153+00,750515017429,false,,pcs
784,NISSIN RAMEN SEAFOOD INSTANT NOODLES 55G,34,16,7,2025-09-01 01:56:37.250447+00,4800016551598,false,,pcs
785,REBISCO CRACKERS W/ WHOLE WHEAT 32G,33,8,6,2025-09-01 01:57:49.261873+00,4800092113345,false,,pcs
786,BOY BAWANG CHOCO MORE VANILLA 33G,33,8,10,2025-09-01 01:58:50.620007+00,4800631001102,false,,pcs
787,PAYLESS CHICKEN INSTANT MAMI 55G,34,9,3,2025-09-01 01:58:54.571124+00,4800016553325,false,,pcs
788,WOW PASTA SPAGHETTI PASTA SAUCE 86G,34,17,5,2025-09-01 02:00:43.189724+00,8996001526217,false,,pcs
789,JACK N JILL CREAM-O CHOCOLATE CHIP 36G,33,10,8,2025-09-01 02:03:14.210659+00,4800016077081,false,,pcs
790,HO-MI CHILI GARLIC BEEF INSTANT NOODLES 55G,34,11,10,2025-09-01 02:04:08.675504+00,4806022901884,false,,pcs
791,FROOTEES MANGO 32G,33,8,11,2025-09-01 02:05:47.823115+00,4800092113376,false,,pcs
792,INDO MIE MI GORENG HOT & SPICY 80G,34,22,5,2025-09-01 02:06:20.319018+00,089686171679,false,,pcs
793,REBISCO EXTREME CHOCO 25G,33,7,14,2025-09-01 02:08:33.543572+00,4800092113468,false,,pcs
794,LUCKY ME SEAFOOD SHIRMP TONKOTSU INSTANT NOODLE SOUP 60G,34,18,15,2025-09-01 02:08:36.295198+00,4807770274459,false,,pcs
795,SKYFLAKES CRACKERS 25G,33,7,0,2025-09-01 02:09:31.036297+00,750515018402,false,,pcs
796,LUCKY ME JJAMPPONG INSTANT NOODLE SOUP 55G,34,22,0,2025-09-01 02:10:04.620692+00,4807770273100,false,,pcs
797,NISSIN BUTTER COCONUT 14G,33,4,8,2025-09-01 02:15:51.309338+00,4807770120473,false,,pcs
798,PAYLESS XTRA BIG PANSIT CANTON ORIGINAL 125G,34,21,3,2025-09-01 02:15:51.418363+00,4800016555992,false,,pcs
799,JACK N JILL CREAM-O CHOCO CREAM 1.06OZ(30G),33,9,8,2025-09-01 02:16:48.958764+00,4800010075243,false,,pcs
800,PAYLESS XTRA BIG PANSIT CANTON XTRA HOT 125G,34,21,6,2025-09-01 02:17:13.080235+00,4800016556807,false,,pcs
801,SKY FLAKES TSOKOLATE 30G,33,8,4,2025-09-01 02:17:31.945146+00,750515031029,false,,pcs
802,PAYLESS XTRA BIG PANSIT CANTON KALAMANSI FLAVOR 125G,34,21,0,2025-09-01 02:18:08.24679+00,4800016555985,false,,pcs
803,NISSIN WAFER CHOCO 12G,33,3,5,2025-09-01 02:18:20.246154+00,4807770120206,false,,pcs
804,NISSIN WAFER CHOCO 22G,33,9,2,2025-09-01 02:18:52.75964+00,4807770122255,false,,pcs
805,PAYLESS XTRA BIG PANSIT CANTON  SWEET & SPICY 125G,34,20,3,2025-09-01 02:19:18.14946+00,4800016561436,false,,pcs
806,NISSIN WAFER DOUBLE CHOCOLATE 55G,33,16,0,2025-09-01 02:20:07.655985+00,4807770122644,false,,pcs
807,REBISCO COMBI TRIPLE CHOCO 30G,33,7,0,2025-09-01 02:23:23.932457+00,4800092113536,false,,pcs
808,MONDE CHOCO PUFF 24G,33,10,4,2025-09-01 02:24:10.028164+00,4807770122705,false,,pcs
809,LEMON SQUARE INIPIT UBE MACAPUNO 21G(0.74OZ),33,7,1,2025-09-01 02:25:05.512934+00,4806018407444,false,,pcs
810,PAYLESS BEEF INSTANT MAMI 55G,34,9,24,2025-09-01 02:25:59.310947+00,4800016553332,false,,pcs
811,LEMON SQUARE FUNSQUARE BUTTERSCOTCH 30G(1.60OZ),33,9,8,2025-09-01 02:26:16.821227+00,4806018405525,false,,pcs
812,LUCKY ME BEEF NA BEEF INSTANT NOODLE SOUP 55G,34,10,7,2025-09-01 02:30:10.187291+00,4807770270017,false,,pcs
813,REBISCO BUTTER CREAM-FILLED 32G,33,7,1,2025-09-01 02:30:53.154401+00,4800092113277,false,,pcs
814,LUCKY ME PANSIT CANTON ORIGINAL 80G,34,16,4,2025-09-01 02:31:17.200849+00,4807770273704,false,,pcs
815,CHOCO MUCHO COOKIES CHOCO CARAMEL W/ SEA SALT 32.7G,33,9,4,2025-09-01 02:31:44.610643+00,4800092118791,false,,pcs
816,LUCKY ME PANSIT CANTON KALAMANSI 80G,34,16,4,2025-09-01 02:32:13.568541+00,4807770273674,false,,pcs
817,FROOTEES STRAWBERRY 32G,33,7,0,2025-09-01 02:32:18.586254+00,4800092113352,false,,pcs
818,FROOTEES GREEN APPLE 32G,33,7,15,2025-09-01 02:32:56.580724+00,4800092118746,false,,pcs
819,JACK N JILL WAFRETS CHEESE BAR 0.85OZ(24G),33,8,0,2025-09-01 02:34:02.757896+00,4800016084034,false,,pcs
820,HAPPY MIE CHICKEN MAMIE INSTANT NOODLES 55G,34,10,2,2025-09-01 02:34:44.70213+00,4806538680181,false,,pcs
821,MRS.GOODMAN CHUNKEE CHEWY CHOCOLATE 35G,33,11,9,2025-09-01 02:34:48.686985+00,4800092551420,false,,pcs
822,DOOWEE DONUT CHOCO-DIPPRD 42G,33,12,4,2025-09-01 02:39:36.487456+00,4800092551604,false,,pcs
823,JACK N JILL PRESTO PEANUT BUTTER 2.82OZ(80G),33,20,3,2025-09-01 02:41:21.028017+00,4800010079951,false,,pcs
824,LUCKY ME PANSIT CANTON SWEET & SPICY 80G,34,17,0,2025-09-01 02:45:32.512382+00,4807770273711,false,,pcs
825,LUCKY ME PANSIT CANTON CHILIMANSI 80G,34,12,16,2025-09-01 02:46:24.187769+00,4807770273698,false,,pcs
826,FIESTA ELBOW MACARONI 200G,34,36,1,2025-09-01 02:47:42.761921+00,4800110060620,false,,pcs
827,FIESTA ELBOW MACARONI  400G,34,53,2,2025-09-01 02:48:46.854682+00,4800110060644,false,,pcs
828,NISSIN BREAD STIX CHEESE 20G,33,8,4,2025-09-01 02:51:36.204033+00,4807770120107,false,,pcs
829,DEL MONTE ELBOW MACARONI 400G,34,87,0,2025-09-01 02:51:37.749578+00,4800024556127,false,,pcs
830,NISSIN BREAD STIX 20G,33,7,4,2025-09-01 02:52:19.147079+00,4807770100703,false,,pcs
831,DEL MONTE ELBOW MACARONI 1K,34,146,0,2025-09-01 02:52:40.276754+00,4800024556240,false,,pcs
832,MAYORA CAL CHEESE CHOCO 48G,33,14,6,2025-09-01 02:53:05.44607+00,8996001351802,false,,pcs
833,MAYORA CAL CHEESE CHEDDAR 48G,33,14,1,2025-09-01 02:53:56.073925+00,8996001350584,false,,pcs
834,FA FA FA VERMICELLI 40G,34,9,10,2025-09-01 02:55:10.576938+00,4806513800184,false,,pcs
835,SAN REMO SPINACH FETTUCCINE 500G,34,100,2,2025-09-01 02:56:06.942473+00,9310155413411,false,,pcs
836,RICHEESE WAFER CREAMY CHEESE 48G,33,12,1,2025-09-01 02:57:41.585651+00,8993175538145,false,,pcs
837,SUPER Q GOLDEN BIHON 454G,34,44,0,2025-09-01 02:58:08.486358+00,4806011812061,false,,pcs
838,RICHEESE PINK LAVA WAFER ICE SCRAMBLE 48G,33,13,4,2025-09-01 02:58:35.67616+00,8993175551069,false,,pcs
839,NISSIN WAFER CHEESE 50G,33,15,0,2025-09-01 02:59:11.302242+00,4807770122477,false,,pcs
840,FIESTA SPAGHITTI AND SAUCE WITH CHEDDAR+ROMANO PLUS PARMESAN CHEESE 1.6KG,34,150,0,2025-09-01 03:00:19.770152+00,4800110069197,false,,pcs
841,NABATI KOREAN GOGUMA LAVA CREAM WAFER 48G,33,13,3,2025-09-01 03:00:21.340317+00,8993175560047,false,,pcs
842,REBISCO BRAVO W/ SESAME SEEDS 30G,33,7,0,2025-09-01 03:02:15.601718+00,4800092113413,false,,pcs
843,MRS. GOODMAN CHOCO OATMEAL COOKIE 40G,33,14,2,2025-09-01 03:02:57.724448+00,4800092553202,false,,pcs
844,DEL MONTE SWEET STYLE SWEET BLEND SPAGHETTI SAUCE + IMPORTED PASTA 900G,34,117,0,2025-09-01 03:07:47.864432+00,4800024580399,false,,pcs
845,APOLLO PANSIT CANTON 100G,34,28,13,2025-09-01 03:10:24.395341+00,4806523560030,false,,pcs
846,CUPP KEYK CHEEZY CHEESE 33G,33,9,12,2025-09-01 03:11:47.922261+00,4800092550089,false,,pcs
847,CUPP KEYK NUTTY CHOCO 33G,33,8,2,2025-09-01 03:12:25.733706+00,4800092550010,false,,pcs
848,JACK N JILL PRESTO CHOCOLATE 1.06OZ(30G),33,7,8,2025-09-01 03:13:19.196683+00,4800010075878,false,,pcs
849,BINGO VANILLA 28G,33,7,3,2025-09-01 03:14:04.273613+00,4807770101540,false,,pcs
850,MOONSTAR PANSIT CANTON 200G,34,50,8,2025-09-01 03:14:57.717176+00,0062,false,,pcs
851,MOONSTAR PANSIT CANTON 400G,34,100,1,2025-09-01 03:15:42.253636+00,0063,false,,pcs
852,FUDGEE BARR MACAPUNO 41G,33,9,1,2025-09-01 03:18:00.396045+00,4800092551444,false,,pcs
853,FUDGEE BARR MOCHA 41G,33,9,3,2025-09-01 03:18:41.989942+00,4800092551383,false,,pcs
854,MOONSTAR PANSIT CANTON 100G,34,34,21,2025-09-01 03:18:59.345152+00,0064,false,,pcs
855,FUDGEE BARR MILK 41G,33,9,10,2025-09-01 03:19:24.816135+00,4800092551284,false,,pcs
856,KOMEYA 3Q BIHON 454G,34,37,7,2025-09-01 03:20:05.309406+00,4806500670073,false,,pcs
857,FUDGEE BARR VANILLA 41G,33,9,0,2025-09-01 03:20:08.979776+00,4800092551369,false,,pcs
858,MONDE CHEESE BAR 23G,33,11,7,2025-09-01 03:20:55.27922+00,4807770122729,false,,pcs
859,MOONSAR PANSIT CANTON 75G,34,18,23,2025-09-01 03:21:43.36406+00,0065,false,,pcs
860,HOBE SPECIAL PALABOK 454G,34,34,5,2025-09-01 03:23:18.720843+00,4800528456374,false,,pcs
861,PREMIUM LAURIAT PANSIT CANTON 227G,34,46,2,2025-09-01 03:24:09.802621+00,4800344011115,false,,pcs
862,RICHOCO COOKIES STRAWBERRY 28G,33,7,1,2025-09-01 03:24:41.146891+00,8993175557610,false,,pcs
863,SOTANGHON,34,13,3,2025-09-01 03:25:23.929724+00,0066,false,,pcs
864,HANZEL MILKY STRAWBERRY 31G,33,8,0,2025-09-01 03:25:28.738106+00,4800092118777,false,,pcs
865,JACK N JILL PRESTO CHOCO VANILLA 30G,33,7,9,2025-09-01 03:26:07.542175+00,4800010075861,false,,pcs
866,RICHOCO CHOOKIES CHOCOLATE 28G,33,9,3,2025-09-01 03:26:46.048848+00,8993175551199,false,,pcs
867,BINGO DOUBLE CHOCO 28G,33,8,15,2025-09-01 03:27:18.376849+00,4807770101557,false,,pcs
868,WAFFEL HOUSE BUTTERMILK CREAM WAFFERS 180G,34,48,0,2025-09-01 03:29:05.560309+00,4806518845012,false,,pcs
869,NISSIN BUTTER COCONUT 90G,34,25,1,2025-09-01 03:30:46.695451+00,4807770101694,false,,pcs
870,LEMON SQUARE COOKIE BITES BUTTER 24G,33,8,0,2025-09-01 03:31:13.448193+00,4806018407284,false,,pcs
871,LEMON SQUARE LAVA CAKE CREAMY BAVARIAN 38G,33,10,1,2025-09-01 03:31:46.411594+00,4806018405785,false,,pcs
872,BENG-BENG SHARE IT (10 PCKS) 10X9.5G,34,55,2,2025-09-01 03:32:26.447029+00,8996001355978,false,,pcs
873,CROSSINI BAVARIAN CREAM 41G,33,11,7,2025-09-01 03:32:40.916961+00,4800092552366,false,,pcs
874,REBISCO HANZEL CRACKERS 32G,33,7,7,2025-09-01 03:33:26.150456+00,4800092113482,false,,pcs
875,MINI OREO CHOCOLATE 61.3G,34,44,3,2025-09-01 03:33:27.187752+00,7622300761363,false,,pcs
876,REBISCO HANZEL CRACKERS CHEESE 29G,33,8,1,2025-09-01 03:34:06.919093+00,4800092120329,false,,pcs
877,FIBISCO CHOCO MALLOWS 100G,34,42,1,2025-09-01 03:35:45.763897+00,4800040352314,false,,pcs
878,FIBISCO CHOCO CRUNCHES 60G,33,27,3,2025-09-01 03:36:58.558402+00,4800040351416,false,,pcs
879,REBISCO EXTREME ULTIMATE CHOCO 250G,34,70,1,2025-09-01 03:37:00.614754+00,4800092113109,false,,pcs
880,DOOWEE DONUT WHITE CHOCO 42G,33,12,0,2025-09-01 03:37:48.29609+00,4800092552779,false,,pcs
881,MONDE SPECIAL MAMON CLASSIC 43G,33,22,1,2025-09-01 03:38:21.403154+00,4807770121326,false,,pcs
882,FUDGEE BAR X BINI BARKADA BUNDLE 20PCS,34,182,1,2025-09-01 03:38:22.917514+00,4800434001323,false,,pcs
883,JACK N JILL WAFRETS CHEESE BAR 240G,34,71,3,2025-09-01 03:39:58.702684+00,4800016084041,false,,pcs
884,JACK N JILL WAFRETS MOCHA BAR 240G,34,71,3,2025-09-01 03:41:04.66277+00,4800016084515,false,,pcs
885,JUNIOR STIK-O CHOCOLATE WAFER STICK 380G,33,98,2,2025-09-01 03:41:53.373571+00,4800166142325,false,,pcs
886,SUPERSTIX UBE W/ SUPER DOTS 330G,33,82,0,2025-09-01 03:42:45.828858+00,4800092660719,false,,pcs
887,JACK N JILL CHOCO BAR 240G,34,71,3,2025-09-01 03:42:52.717125+00,4800016084065,false,,pcs
888,FITA CRACKERS 80G,34,21,3,2025-09-01 03:43:45.701144+00,750515017405,false,,pcs
889,OREO CHOCOLATE CREME 119.6G,34,50,5,2025-09-01 03:44:40.072086+00,8992760223015,false,,pcs
890,OK SNAPEA CRISPY GREEN PEA SNACK ORIGINAL FLAVOR 108G,33,50,4,2025-09-01 03:45:44.935092+00,4806524222401,false,,pcs
891,REBISCO STRAWBERRY CREAM-FILLED CRACKER SANDWICH 320G,34,70,3,2025-09-01 03:46:27.058372+00,4800092110047,false,,pcs
892,OK SNAPEA CRISPY GREEN PEA SNACK HOT & SPICY FLAVOR 108G,33,50,1,2025-09-01 03:46:35.10663+00,4806524222470,false,,pcs
893,OK SNAPEA CRISPY GREEN PEA SNACK CHEESE FLAVOR 108G,33,50,1,2025-09-01 03:47:11.40889+00,4806524222456,false,,pcs
894,REBISCO BRAVO WITH SESAME SEEDS 300G,34,68,1,2025-09-01 03:47:29.529582+00,4800092110115,false,,pck
895,REBISCO COMBI TRIPLE CHOCO 300G,34,71,3,2025-09-01 03:48:33.791321+00,4800092112782,false,,pck
896,JACK N JILL PRESTO PEANUT BUTTER 300G,34,69,0,2025-09-01 03:50:18.327459+00,4800010075922,false,,pcs
897,JACK N JILL PRESTO CHOCO PEANUT BUTTER 300G,34,69,4,2025-09-01 03:51:18.495189+00,4800016077913,false,,pcs
898,LEMON SQUARE CHEESE CAKE 300G,34,87,1,2025-09-01 03:52:01.953653+00,4809010626332,false,,pck
899,NEXTAR SOFT COOKIES 340G,34,100,2,2025-09-01 03:52:55.110852+00,8993175544528,false,,pck
900,JACK N JILL DEWBERRY STRAWBERRIES N CREAM 330G,34,85,0,2025-09-01 03:54:56.05575+00,4800016113017,true,2025-09-27 03:11:46.236+00,pcs
901,DOOWEE DONUT STRAWBERRY 10S (420G),34,115,2,2025-09-01 03:56:55.68045+00,4800092553028,false,,pck
902,SUNFLOWER CRACKERS BLUEBERRY CREAM SANDWICH 190G,34,51,1,2025-09-01 04:00:14.142583+00,4800116024015,false,,pcs
903,ALIBABA CRUNCHY CORN CHIPS HOT & SPICY 30G,33,7,2,2025-09-01 04:00:32.562802+00,4809013041385,false,,pcs
904,SUNFLOWER CRACKERS ORANGE CREAM SANDWICH 190G,34,51,1,2025-09-01 04:00:59.75116+00,4800116012012,false,,pcs
905,ALIBABA CRUNCHY CORN CHIPS HOT & SPICY 55G,33,10,9,2025-09-01 04:00:59.73304+00,710535411713,false,,pcs
906,ALIBABA CRUNCHY CORN CHIPS HOT & SPICY 120G,33,24,7,2025-09-01 04:01:30.950964+00,4809013041552,false,,pcs
907,SUNFLOWER CRACKERS MANGO CREAM SANDWICH 190G,34,51,2,2025-09-01 04:01:51.766515+00,4800116008015,false,,pcs
908,SUNFLOWER CRACKERS STRAWBERRY CREAM SANDWICH 190G,34,51,3,2025-09-01 04:02:36.561689+00,4800116016010,false,,pcs
909,SUNFLOWER CRACKERS LEMON CREAM SANDWICH 190G,34,51,2,2025-09-01 04:03:07.262588+00,4800116007018,false,,pcs
910,ALIBABA CRUNCHY CORN CHIPS NACHO CHEESE 55G,33,10,20,2025-09-01 04:05:10.70794+00,710535411706,false,,pcs
911,REBISCO WAFFER TIME CREAMY MILK 220G,34,56,1,2025-09-01 04:05:33.895944+00,4800092114755,false,,pcs
912,ALIBABA CRUNCHY CORN CHIPS NACHO CHEESE 120G,33,24,2,2025-09-01 04:06:04.036421+00,4809013041576,false,,pcs
913,ALIBABA CRUNCHY CORN CHIPS BARBECUE 120G,33,24,3,2025-09-01 04:06:54.181852+00,4809013041514,false,,pcs
914,REBISCO WAFFER TIME DOUBLE CHOCO 220G,34,56,2,2025-09-01 04:07:25.480536+00,4800092114373,false,,pck
915,REBISCO WAFFER TIME BERRY STRABERRY 220G,34,56,2,2025-09-01 04:08:02.985978+00,4800092114960,false,,pck
916,FUDGEE BAR DURIAN 410G,34,90,2,2025-09-01 04:09:55.19671+00,4800092551840,false,,pcs
